train loss,val loss,train acc,val acc
0.7253331591067183,0.4617783184190398,0.682356513817188,0.8300970873786407
0.5946906066360786,0.41302686900768465,0.7555420589128455,0.837378640776699
0.5617913335172594,0.38971214365322615,0.7676890373519587,0.8410194174757281
0.5539583966719717,0.38234852399062186,0.7761919222593381,0.8555825242718446
0.5334169181545129,0.3733025687990837,0.78712420285454,0.8531553398058251
0.5362486848344638,0.37106959952168095,0.7840874582447617,0.8543689320388349
0.5373961618523666,0.3546545333002956,0.7831764348618282,0.8628640776699028
0.5442133540988439,0.35248102645561535,0.785302156088673,0.8652912621359222
0.5435624054245336,0.3441540792367412,0.7774066201032493,0.8677184466019416
0.5188035585943269,0.34985054034775903,0.796234436683875,0.8689320388349514
