train loss,val loss,train acc,val acc
0.8157598122325379,0.568867336343793,0.6304281809899788,0.7730582524271844
0.6975010903164712,0.5001614087993659,0.7096872153051929,0.8106796116504854
0.668065720440007,0.4665566244461004,0.7218341937443061,0.8252427184466019
0.6581130615129248,0.45680393314766654,0.7175827512906165,0.8240291262135921
0.6441279916896525,0.4595372493839958,0.7345885211053751,0.8228155339805825
0.6283859528200698,0.4288135472576595,0.7406620103249317,0.8349514563106796
0.6361650275018416,0.4195252429802441,0.7443061038566657,0.837378640776699
0.6521914445662477,0.41025608879269904,0.7315517764955968,0.8458737864077669
0.6324393374015594,0.40835094574875047,0.7415730337078652,0.8385922330097086
0.6366095795589416,0.4003502403937497,0.7394473124810204,0.8531553398058251
