train loss,val loss,train acc,val acc
0.7619498377508065,0.496354902687582,0.6604919526267842,0.8021844660194174
0.6547827156995373,0.44290169914370603,0.7233525660491953,0.8252427184466019
0.6155736617248471,0.4205184747437829,0.7531126632250228,0.837378640776699
0.6054557587938978,0.40370514931030643,0.7522016398420893,0.8507281553398057
0.5906617211564276,0.3927985410233146,0.760097175827513,0.8483009708737863
0.582300995118778,0.3853738950655877,0.7588824779836016,0.8483009708737863
0.5795146300551597,0.3731149709919124,0.7661706650470695,0.8567961165048543
0.5876738536404941,0.3798279867516559,0.7625265715153356,0.8567961165048543
0.5938868620295746,0.3630485560708833,0.7543273610689342,0.8604368932038834
0.5680568586031499,0.35768079641953254,0.774369875493471,0.8628640776699028
