train loss,val loss,train acc,val acc
0.7120660327322896,0.45162216783727255,0.6905557242635895,0.8300970873786407
0.5927211006397973,0.40948162661883436,0.7479501973883997,0.8483009708737863
0.5535223383763044,0.3906698865653242,0.7704221075007592,0.8543689320388349
0.5530080367122926,0.3878248446774714,0.7704221075007592,0.8483009708737863
0.5402209351046846,0.38087029270466094,0.7795323413300942,0.858009708737864
0.5338848518394895,0.371266713203157,0.7789249924081385,0.866504854368932
0.525254002827987,0.3617131061924314,0.7901609474643183,0.8677184466019416
0.5427612207452106,0.3582359072797507,0.7840874582447617,0.8652912621359222
0.5430033740765992,0.3533436271172125,0.779836015791072,0.8749999999999999
0.5274014373228175,0.356864012054448,0.7904646219252961,0.866504854368932
