train loss,val loss,train acc,val acc
0.6909533891857412,0.4419491607876657,0.7002733070148801,0.8240291262135921
0.5820155560771202,0.3992872494951035,0.7531126632250228,0.8410194174757281
0.547581245878928,0.3792222931402401,0.7789249924081385,0.8592233009708737
0.5414843545508826,0.3722670923882318,0.7710294564227149,0.8628640776699028
0.5333406216932436,0.3647674523221636,0.7868205283935622,0.8543689320388349
0.5240758234810908,0.3509720815616904,0.7831764348618282,0.8762135922330097
0.5125423715428092,0.3434335998829129,0.796234436683875,0.866504854368932
0.5336800452571779,0.3355584418744717,0.7849984816276951,0.8762135922330097
0.5305391535312254,0.3374066242893923,0.7801396902520499,0.8737864077669902
0.5147178926585186,0.3299954119816567,0.7971454600668084,0.8749999999999999
